,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
1993,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,12/14/2021,H,THE GREAT MILENKO UNIT 15-16 10H,Citadel 6,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","13,000 ft",2021-11-30,42-389-39608,31.2062986 / -103.6102305, ,2021-09-09,42,389,1285.0,571.0,571.0,
1994,Permian - Delaware,"RIO OIL AND GAS (PERMIAN) II,LLC",TX,REEVES,12/14/2021,H,HARRISON STATE UNIT 12-24-16 1H,Ensign 775,OIL & GAS,SANDBAR,BONE SPRING,"23,000 ft",2021-11-09,42-389-39654,31.6390203 / -103.7549248,1500,2021-10-27,42,389,1286.0,572.0,572.0,
1995,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,12/14/2021,H,BRUNELLA 181-182 UNIT W2 20H,H&P 653,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","16,000 ft",2021-12-07,42-389-39618,31.0874858 / -103.5990437,1500,2021-09-17,42,389,1287.0,573.0,573.0,
1996,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,12/14/2021,H,CONGER 185-184 UNIT D1 4H,H&P 644,OIL,HOEFS T-K,WOLFCAMP,"16,000 ft",2021-12-07,42-389-39614,31.1555785 / -103.5766295,1500,2021-09-10,42,389,1288.0,574.0,574.0,
1997,Permian - Delaware,"UPCURVE ENERGY, LLC",TX,REEVES,12/14/2021,H,PASSMORE-JOHNSON STATE 1H,Precision 592,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-27,42-389-39686,31.2906607 / -103.6847171,1800,2021-11-15,42,389,1289.0,575.0,575.0,
1998,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,12/14/2021,D,O'CONNOR-H-CLAY PAST-STATE UNIT 38,Coastal 16,OIL & GAS,"ANAQUA,WILDCAT", ,"6,500 ft",2021-11-26,42-391-33246,28.5402639 / -97.0529519,850,2021-10-21,42,391,1290.0,576.0,576.0,
1999,Bakken,KRAKEN OPERATING LLC,MT,RICHLAND,12/14/2021,H,KAI 16-4 #2H,Nabors B22,OIL,WILDCAT RICHLAND,BAKKEN, ,2021-12-07,25-083-23394,47.9970131 / -104.107267,1500,2021-08-27,25,83,1291.0,577.0,577.0,
2000,Piceance,CAERUS PICEANCE LLC,CO,RIO BLANCO,12/14/2021,D,ELU J14 FED 13D-14-496,H&P 330,GAS,GRAND VALLEY,WILLIAMS FORK,"12,188 ft",2021-12-03,05-103-12385,39.7007305 / -108.1364929,1500,2021-01-13,5,103,1292.0,578.0,578.0,
2001,Eagleford,"COMSTOCK OIL & GAS, LLC",TX,ROBERTSON,12/14/2021,H,CIRCLE M ALLOC 1H,Nabors X07,GAS,BALD PRAIRIE,CV CONSOLIDATED,"17,000 ft",2021-11-15,42-395-32063,31.106323 / -96.3922054,1500,2021-10-21,42,395,1293.0,579.0,579.0,
2002,Haynesville,SABINE OIL & GAS CORPORATION,TX,RUSK,12/14/2021,H,MILLER C-KANGERGA 1 (AW) 1H,Scan Spirit,GAS,MINDEN,COTTON VALLEY CONS.,"12,000 ft",2021-12-12,42-401-35466,32.0958872 / -94.7802759,1000,2021-11-04,42,401,1294.0,580.0,580.0,
2003,Haynesville,"GEP HAYNESVILLE II, LLC",LA,SABINE,12/14/2021,H,HA RA SUQ;INDIGO MIN 27-34 HC 012-ALT,H&P 260,GAS,PLEASANT HILL,HAYNESVILLE,"23,600 ft",2021-12-07,17-085-22598,31.829968 / -93.5803253,1500,2021-10-12,17,85,1295.0,581.0,581.0,
2004,Haynesville,INDIGO MINERALS LLC,LA,SABINE,12/14/2021,H,LBK 22&27&34-10-11 HC 003,Independence 322,GAS,GROGAN,NON UNITIZED HAYNESVILLE N, ,2021-10-09,17-085-22592,31.8316688 / -93.4831708,1500,2021-05-13,17,85,1296.0,582.0,582.0,
2005,Haynesville,INDIGO MINERALS LLC,LA,SABINE,12/14/2021,H,BDWY 22&15-10-11 HC 002,Independence 303,GAS,GROGAN,NON UNITIZED HAYNESVILLE J,"25,000 ft",2021-11-05,17-085-22588,31.8308391 / -93.4841092,1500,2021-05-04,17,85,1297.0,583.0,583.0,
2006,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/14/2021,H,BSI HOKIES DU 3HB,Precision 577,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,600 ft",2021-11-24,42-405-30739,31.3980978 / -94.2395282,1500,2021-09-03,42,405,1298.0,584.0,584.0,
2007,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/14/2021,H,POLO 2HB,Precision 554,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,000 ft",2021-11-18,42-405-30733,31.5742063 / -94.0864539,1800,2021-07-23,42,405,1299.0,585.0,585.0,
2008,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/14/2021,H,SACAGAWEA 1H,Precision 573,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,000 ft",2021-12-10,42-405-30734,31.5785909 / -94.1458798,1500,2021-09-20,42,405,1300.0,586.0,586.0,
2009,Haynesville,"C6 OPERATING, L.L.C.",TX,SAN AUGUSTINE,12/14/2021,H,WILMA RICHARDS B 1H,Big E 6,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,887 ft",2021-12-08,42-405-30745,31.5389135 / -94.0312143,1500,2021-10-26,42,405,1301.0,587.0,587.0,
2010,San Juan,"TACITUS, LLC",NM,SAN JUAN,12/14/2021,V,NAVAJO TRIBAL U 12A,Aztec 1099,OIL,WC,DEVONIAN,"7,030 ft",2021-11-23,30-045-38205,36.4752262 / -108.7662846,1100,2021-11-05,30,45,1302.0,588.0,588.0,
2011,San Juan,"ENDURING RESOURCES, LLC",NM,SANDOVAL,12/14/2021,H,S ESCAVADA UNIT 350H,Ensign 773,GAS,RUSTY GALLUP,GALLUP,"11,733 ft",2021-12-13,30-043-21318,36.1084557 / -107.5550151,1500,2018-07-20,30,43,1303.0,589.0,589.0,
2012,San Juan,"EOG RESOURCES, INC.",NM,SANDOVAL,12/14/2021,H,BULLITT 06 FED 605H,Aztec 1000,OIL,WC 21N4W6,GALLUP,"10,617 ft",2021-12-09,30-043-21354,36.0736471 / -107.3040827,1500,2020-12-28,30,43,1304.0,590.0,590.0,
2013,Permian - Midland,FOSSIL PETROLEUM LLC,TX,SCHLEICHER,12/14/2021,V,WALLACE 68 1,Blue Line 6,OIL & GAS,"NEVA, WEST,ROSE,WILDCAT","CANYON, STRAWN, WOLFCAMP","7,500 ft",2021-11-29,42-413-33024,30.9786703 / -100.5694461,500,2021-10-14,42,413,1305.0,591.0,591.0,
2014,Anadarko,"JOE GERSTNER OIL, LLC",KS,SCOTT,12/14/2021,V,WILLARD 1,Murfin 102,OIL,KEYSTONE,"LKC, MARMATON","4,700 ft",2021-12-06,15-171-21282,38.4712408 / -100.7976047,600,2021-11-30,15,171,1306.0,592.0,592.0,
2015,Anadarko,"STELBAR OIL CORPORATION, INC.",KS,SCOTT,12/14/2021,V,WIECHMAN 1-13,Sterling 4,OIL,UNNAMED,"LANSING, MARMATON, MORROW","4,800 ft",2021-12-07,15-171-21281,38.3783011 / -100.908909,450,2021-11-23,15,171,1307.0,593.0,593.0,
2016,Permian - Midland,"CARR RESOURCES, INC.",TX,SCURRY,12/14/2021,H,KUBENA 158 UNIT 2H,Scan Discoverer,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"9,000 ft",2021-12-10,42-415-35638,32.6150475 / -100.7452316,1500, ,42,415,1308.0,594.0,594.0,
2017,Permian - Midland,KINDER MORGAN PRODUCTION CO LLC,TX,SCURRY,12/14/2021,D,SACROC UNIT 146-9,AKITA 521,INJECTION,KELLY-SNYDER, ,"7,800 ft",2021-12-12,42-415-35622,32.7624375 / -100.9691833,1500,2021-11-04,42,415,1309.0,595.0,595.0,
2018,Anadarko,PANTERA ENERGY COMPANY,TX,SHERMAN,12/14/2021,V,"FOREMAN, A.D. 3446",Quest 211,GAS,TEXAS HUGOTON,TEXAS HUGOTON,"3,500 ft",2021-12-08,42-421-31258,36.1118973 / -101.9274195,400,2020-03-17,42,421,1310.0,596.0,596.0,
2019,,EQT,,SOMERSET,12/14/2021,,STATE GAME LANDS 592207,Fountain Quail 8,UNKNOWN, , , ,2021-12-13, ,39.9724503 / -79.0282898,760, ,0,0,1311.0,597.0,597.0,
2020,Gulf Coast,"WHITNEY OIL & GAS, LLC",LA,SOUTH PASS OFFSHORE,12/14/2021,D,SL 1008 138,Coastal 21,OIL,SOUTH PASS BLOCK 24,U8,"11,918 ft",2021-11-05,17-721-20548,29.0484388 / -89.3048898,3000,2021-08-20,17,721,1312.0,598.0,598.0,
2021,Tuscaloosa,"EXCALIBUR OPERATING, LLC",LA,ST. MARTIN,12/14/2021,D,SMEDES BROS 024,Justiss 60,OIL,ST MARTINVILLE,SIPH,"9,200 ft",2021-12-03,17-099-21630,30.1134941 / -91.8556088,700,2021-11-04,17,99,1313.0,599.0,599.0,
2022,Sedgwick,EDISON OPERATING COMPANY LLC,KS,STAFFORD,12/14/2021,V,SPACKLER 1-25,Southwind 1,OIL,UNNAMED,"ARBUCKLE, VIOLA","4,300 ft",2021-12-06,15-185-24100,37.9399072 / -98.7074267,400,2021-11-23,15,185,1314.0,600.0,600.0,
2023,Gulf Coast,"KILLAM OIL CO., LTD.",TX,STARR,12/14/2021,V,"HALL, J. F. STATE -A- 22",Wisco Moran 7,OIL & GAS,"RINCON, N.",VICKSBURG CONS.,"10,000 ft",2021-12-05,42-427-34794,26.6186701 / -98.5111159,750,2021-09-08,42,427,1315.0,601.0,601.0,
2024,Gulf Coast,MORTIMER PRODUCTION COMPANY,TX,STARR,12/14/2021,V,GUTIERREZ 1A,Price 3,OIL & GAS,PEDERNAL,"CROCKETT, QUEEN CITY","4,800 ft",2021-12-03,42-427-34795,26.6581507 / -98.9850102,400,2021-09-15,42,427,1316.0,602.0,602.0,
2025,Anadarko,CHEYENNE PETROLEUM COMPANY,OK,STEPHENS,12/14/2021,H,CASSIE ARMOUR 17-20 S1H,H&P 432,OIL & GAS, ,MISSISSIPPIAN,"19,765 ft",2021-12-07,35-137-27636,34.4789546 / -97.6456833,1500,2021-10-20,35,137,1317.0,603.0,603.0,
2026,Barnett,TACOR RESOURCES INC,TX,STONEWALL,12/14/2021,V,JEFF SMITH 2,Blue Line 3,OIL,GUEST,CANYON SAND,"5,100 ft",2021-12-09,42-433-34224,33.4566414 / -100.3117633,400,2021-10-13,42,433,1318.0,604.0,604.0,
2027,Green River,JONAH ENERGY LLC,WY,SUBLETTE,12/14/2021,H,WILDHORSE 04-500H,Ensign 157,GAS,JONAH,LANCE,"22,421 ft",2021-11-28,49-035-31250,42.4924676 / -109.666231,1500,2021-01-28,49,35,1319.0,605.0,605.0,
2028,Green River,JONAH ENERGY LLC,WY,SUBLETTE,12/14/2021,V,RAIN 312-05-500H,Ensign 147,GAS,JONAH,LANCE,"10,550 ft",2021-11-10,49-035-31193,42.5095068 / -109.7324161, ,2020-09-30,49,35,1320.0,606.0,606.0,
2029,Northeast,CHESAPEAKE APPALACHIA LLC,PA,SULLIVAN,12/14/2021,H,MANNING 1H,Patterson 583,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,070 ft",2021-12-04,37-113-20437,41.5336714 / -76.3303333,1500,2021-10-09,37,113,1321.0,607.0,607.0,
2030,Northeast,CHIEF OIL & GAS LLC,PA,SULLIVAN,12/14/2021,H,NELSON B NORTH 3HX,Precision 569,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"19,665 ft",2021-12-09,37-113-20445,41.5600455 / -76.4852071,1500,2021-06-16,37,113,1322.0,608.0,608.0,
2031,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,12/14/2021,H,DOBROSIELSKI S 010,Nabors X13,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,441 ft",2021-12-13,37-115-22867,41.689519 / -75.9882299,1500,2021-08-09,37,115,1323.0,609.0,609.0,
2032,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,12/14/2021,H,GEIGER K 002,Nabors X36,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"22,532 ft",2021-12-07,37-115-22888,41.8016591 / -75.844849,1500,2021-08-27,37,115,1324.0,610.0,610.0,
2033,Northeast,"SWN PRODUCTION COMPANY, LLC",PA,SUSQUEHANNA,12/14/2021,H,SHELDON 2H,SWN Drilling 43,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-09,37-115-22892,41.9007418 / -75.575535,1500,2021-09-20,37,115,1325.0,611.0,611.0,
2034,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,12/14/2021,H,DIAMOND LYNCH MIPA 3H,Ensign T129,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-01,42-439-37198,32.8131259 / -97.2503758,1500,2020-08-04,42,439,1326.0,612.0,612.0,
2035,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,12/14/2021,H,MOUNT TABOR MIPA UNIT 3H,Ensign T130,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-12,42-439-37186,32.7156092 / -97.2493568,1500,2020-07-31,42,439,1327.0,613.0,613.0,
2036,DJ Basin,"BRITO OIL COMPANY, INC.",KS,THOMAS,12/14/2021,V,STEINLE 1-8,LD Drilling 1,OIL,UNNAMED,"CHEROKEE, LANSING, MARMATON","4,700 ft",2021-11-27,15-193-21096,39.2908645 / -100.9128054,1000,2021-10-07,15,193,1328.0,614.0,614.0,
2037,DJ Basin,"PIONEER OIL COMPANY, INC.",KS,THOMAS,12/14/2021,V,DEPE 11-1,Duke 4,OIL,ROLLING THUNDER,MISSISSIPPIAN,"1,880 ft",2021-12-06,15-193-21090,39.4711264 / -100.8449871,465,2021-09-03,15,193,1329.0,615.0,615.0,
2038,Northeast,FORTUNA ENERGY INC,PA,TIOGA,12/14/2021,H,DCNR 587 (02-003-13) 13H,Precision 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,376 ft",2021-12-04,37-117-22104,41.7032613 / -76.9475449,1500,2021-06-03,37,117,1330.0,616.0,616.0,
2039,Northeast,"REPSOL OIL & GAS USA, LLC",PA,TIOGA,12/14/2021,H,JOHNSON (02-135-12) K 12H,H&P 611,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"13,592 ft",2021-12-07,37-117-22121,41.6515158 / -77.0648004,1500,2021-08-17,37,117,1331.0,617.0,617.0,
2040,Northeast,SENECA RESOURCES COMPANY LLC,PA,TIOGA,12/14/2021,H,CRUTTENDEN 846 39HU 53612,Patterson 801,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"20,636 ft",2021-12-02,37-117-22130,41.8641588 / -77.312398,1500,2021-08-27,37,117,1332.0,618.0,618.0,
2041,Northeast,ANTERO RESOURCES CORPORATION,WV,TYLER,12/14/2021,H,PURPLE UNIT 1H PURPLE UNIT 1H,H&P 317,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-09,47-095-02758,39.5280201 / -80.7928521,1500,2021-09-20,47,95,1333.0,619.0,619.0,
2042,Northeast,"JAY-BEE OIL & GAS, INC.",WV,TYLER,12/14/2021,H,DOC 4  ,Precision 823,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-04,47-095-02622,39.449255 / -80.7682182,1200,2019-07-09,47,95,1334.0,620.0,620.0,
2043,Austin Chalk,"NAVIDAD OPERATING COMPANY, LLC",TX,TYLER,12/14/2021,H,NAVIDAD-MERRITT 1H,Big E 5,OIL & GAS,BROOKELAND,AUSTIN CHALK,"14,000 ft",2021-09-18,42-457-30904,30.7763564 / -94.2989514,1500,2021-07-26,42,457,1335.0,621.0,621.0,
2044,Uintah,"CH4-FINLEY OPERATING, LLC",UT,UINTAH,12/14/2021,D,DEEP CREEK TRIBAL 35-10-4-2E,Aztec 507,OIL,LELAND BENCH,UTELAND BUTTE,"6,194 ft",2021-12-07,43-047-56722,40.094983 / -109.7330119,475,2021-07-16,43,47,1336.0,622.0,622.0,
2045,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,12/14/2021,D,LIL DIPPER 12C4-14-722,Cyclone 34,GAS,RED WASH,MANCOS,"13,393 ft",2021-11-02,43-047-56775,40.208506 / -109.4182192,2000,2020-12-31,43,47,1337.0,623.0,623.0,
2046,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,12/14/2021,D,CETUS 16D1-21-722,Cyclone 41,GAS,RED WASH,MANCOS,"13,259 ft",2021-12-11,43-047-56626,40.1922771 / -109.4345702, ,2020-11-02,43,47,1338.0,624.0,624.0,
2047,Haynesville,"FONTAINEBLEAU OPERATING, LLC",LA,UNION,12/14/2021,V,CV DAVIS RA SUWW;RCLK 34 001,Reliance 2,GAS,UNIONVILLE,COTTON VALLEY DABIS ZONE,"9,000 ft",2021-12-04,17-111-25646,32.6843015 / -92.4613947,700,2021-10-06,17,111,1339.0,625.0,625.0,
2048,Haynesville,QUANICO OIL & GAS INC,AR,UNION,12/14/2021,V,ANDRESS 1,Sewell 2,UNKNOWN,LISBON,SMACKOVERLIME,"6,900 ft",2021-12-02,03-139-13615,33.245849 / -92.7596823,900,2021-11-08,3,139,1340.0,626.0,626.0,
2049,Permian - Midland,COG OPERATING LLC,TX,UPTON,12/14/2021,H,AMACKER 68D 6808BH,Pioneer 81,OIL,SPRABERRY,TREND AREA,"12,000 ft",2021-12-10,42-461-41943,31.3857957 / -102.0573668,1500,2021-10-26,42,461,1341.0,627.0,627.0,
2050,Permian - Midland,"DRIFTWOOD ENERGY OPERATING, LLC",TX,UPTON,12/14/2021,H,WEST SEQUOIA A 1H,Precision 600,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-07,42-461-41777,31.8768697 / -102.2738837,1800,2021-04-21,42,461,1342.0,628.0,628.0,
2051,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,12/14/2021,H,NICKEL SALOON C 5BU,Unit 410,OIL & GAS,SPRABERRY,TREND AREA,"9,200 ft",2021-12-03,42-461-41857,31.3474876 / -101.825893,1500,2021-07-01,42,461,1343.0,629.0,629.0,
2052,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,12/14/2021,H,BENEDUM 3-6 B 4BL,Unit 412,OIL & GAS,SPRABERRY,TREND AREA,"9,303 ft",2021-12-04,42-461-41903,31.3189509 / -101.7933523,1500,2021-09-24,42,461,1344.0,630.0,630.0,
2053,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,12/14/2021,H,SADIE 07-08 B 21BL,NorAm 30,OIL,SPRABERRY,TREND AREA,"8,450 ft",2021-11-07,42-461-41922,31.1881117 / -101.953644,1900,2021-10-13,42,461,1345.0,631.0,631.0,
2054,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,12/14/2021,H,MEREDITH 33-52-11 A 11BL,Precision 626,OIL,SPRABERRY,TREND AREA) R 40 EXC,"9,200 ft",2021-12-08,42-461-41947,31.3699606 / -101.9046951, ,2021-11-04,42,461,1346.0,632.0,632.0,
2055,Permian - Midland,OVINTIV USA INC.,TX,UPTON,12/14/2021,H,NEAL 34X 15HD,Ensign 766,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-12-01,42-461-41921,31.5456693 / -102.0455969,1500,2021-10-13,42,461,1347.0,633.0,633.0,
2056,Permian - Midland,OVINTIV USA INC.,TX,UPTON,12/14/2021,H,NEAL 34E 2HF,H&P 540,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-11-30,42-461-41757,31.5427396 / -102.0515213,1500,2021-04-09,42,461,1348.0,634.0,634.0,
2057,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,12/14/2021,H,JRS FARMS 22-27-K 11H,H&P 650,OIL & GAS,SPRABERRY,TREND AREA,"10,840 ft",2021-12-07,42-461-41875,31.6029964 / -101.9629276,1500,2021-08-25,42,461,1349.0,635.0,635.0,
2058,Permian - Midland,SUMMIT PETROLEUM LLC,TX,UPTON,12/14/2021,H,ALETHA 4 08LS,Precision 567,OIL & GAS,SPRABERRY,TREND AREA,"9,300 ft",2021-12-09,42-461-41820,31.4835249 / -102.1518102,1500,2021-06-16,42,461,1350.0,636.0,636.0,
2059,Permian - Midland,TRP OPERATING LLC,TX,UPTON,12/14/2021,H,MAGNETO G 1003HA,Charger 101,OIL & GAS,SPRABERRY,TREND AREA,"8,583 ft",2021-12-09,42-461-41920,31.3202765 / -101.9555222,760,2021-10-14,42,461,1351.0,637.0,637.0,
2060,Gulf Coast,DUNN EXPLORATION COMPANY,LA,VERMILION,12/14/2021,H,MARAIST FARMS I LLC ETAL 005,D&D 14,UNKNOWN,KAPLAN, ,"12,500 ft",2021-12-02,17-113-22557,29.9908356 / -92.2987901,750,2021-10-20,17,113,1352.0,638.0,638.0,
2061,Tuscaloosa,CONTINENTAL RESOURCES INC.,LA,VERNON,12/14/2021,H,AUS C RA SUB;LABOKAY 20-17 H 001,Nabors B15,UNKNOWN,"HADDENS, NORTH",AUSTIN CHALK,"20,318 ft",2021-12-01,17-115-20238,31.2189699 / -93.5147379,1500,2021-11-12,17,115,1353.0,639.0,639.0,
2062,Offshore,"TALOS PETROLEUM, LLC",GOM,VIOSCA KNOLL,12/14/2021,,OCS-G 06898 A33 ST 1,H&P 100,UNKNOWN, , , ,2021-08-17,60-816-40414,28.9730587 / -88.6259232,3000, ,60,816,1354.0,640.0,640.0,
2063,Offshore,CHEVRON U.S.A. INC.,GOM,WALKER RIDGE,12/14/2021,U,G16942 A008,Nabors MODS 400,UNKNOWN,BIG FOOT, , ,2021-08-26,60-812-40068,26.9329382 / -90.5203201,4600,2021-08-26,60,812,1355.0,641.0,641.0,
2064,Offshore,EQUINOR GULF OF MEXICO LLC,GOM,WALKER RIDGE,12/14/2021,D,001  ,West Vela,OIL & GAS, , , ,2021-11-18,60-812-40138,26.6572508 / -91.5792869,9000,2021-11-18,60,812,1356.0,642.0,642.0,
2065,Offshore,MURPHY EXPLORATION & PRODUCTION COMPANY,GOM,WALKER RIDGE,12/14/2021,,OCS-G 16965 2 ST 1,Pacific Khamsin,UNKNOWN, , , ,2021-11-30,60-812-40016,26.7432003 / -90.4934006, , ,60,812,1357.0,643.0,643.0,
2066,Offshore,SHELL OFFSHORE INC.,GOM,WALKER RIDGE,12/14/2021,V,017  ,TO Deepwater Poseidon,OIL & GAS, , ,"40,000 ft",2021-11-18,60-812-40137,26.4494491 / -90.7831718, ,2021-08-10,60,812,1358.0,644.0,644.0,
2067,Permian - Delaware,"ADVANCE ENERGY PARTNERS, LLC",TX,WARD,12/14/2021,H,PLATINUM 218-34 3H,Ensign 762,OIL & GAS,PHANTOM,WOLFCAMP,"10,885 ft",2021-12-13,42-475-38291,31.5495156 / -103.4123701,1500,2021-11-29,42,475,1359.0,645.0,645.0,
2068,Permian - Delaware,"ADVANCE ENERGY PARTNERS, LLC",TX,WARD,12/14/2021,H,PLATINUM 218-34 5H,H&P 642,OIL & GAS,PHANTOM,WOLFCAMP,"10,885 ft",2021-12-02,42-475-38292,31.5499002 / -103.3859909,1500,2021-11-29,42,475,1360.0,646.0,646.0,
2069,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,12/14/2021,H,ARENA A1 1LA,Cactus 168,OIL & GAS,PHANTOM,WOLFCAMP,"11,900 ft",2021-12-02,42-475-38250,31.4938158 / -103.235267,1800,2021-09-24,42,475,1361.0,647.0,647.0,
2070,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,12/14/2021,H,DRAINAGE A1 14UA,Cactus 172,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-12-05,42-475-38214,31.4963615 / -103.2389685,1800,2021-06-22,42,475,1362.0,648.0,648.0,
2071,Permian - Delaware,"COLGATE OPERATING, LLC",TX,WARD,12/14/2021,H,ALYSE 51 UNIT 231H,Nabors M7502,OIL & GAS,PHANTOM,WOLFCAMP,"11,500 ft",2021-12-07,42-475-38288,31.5056938 / -103.4698858,1150,2021-11-23,42,475,1363.0,649.0,649.0,
2072,Permian - Delaware,"COLGATE OPERATING, LLC",TX,WARD,12/14/2021,H,PALMER 52 UNIT 222H,H&P 652,OIL & GAS,PHANTOM,WOLFCAMP,"11,500 ft",2021-11-19,42-475-38286,31.5066762 / -103.4750979,1500,2021-11-16,42,475,1364.0,650.0,650.0,
2073,Permian - Delaware,DIAMONDBACK E&P LLC,TX,WARD,12/14/2021,H,BEBOP 15-16 B 2WA,H&P 613,OIL & GAS,PHANTOM,WOLFCAMP,"10,780 ft",2021-11-27,42-475-38271,31.5697935 / -103.4702441,1500,2021-11-09,42,475,1365.0,651.0,651.0,
2074,Permian - Delaware,"HALCON OPERATING CO., INC.",TX,WARD,12/14/2021,H,SEALY WINK C 9206H,Precision 553,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-08,42-475-38275,31.6477294 / -103.155699,1500,2021-11-03,42,475,1366.0,652.0,652.0,
2075,Permian - Delaware,OASIS PETROLEUM PERMIAN LLC,TX,WARD,12/14/2021,H,UL JEFF EAST D 17-27-5 WB 4H,Unit 407,OIL & GAS,PHANTOM,WOLFCAMP,"12,500 ft",2021-12-02,42-475-38136,31.6030998 / -103.2085571,1500, ,42,475,1367.0,653.0,653.0,
2076,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,12/14/2021,H,UL DINO JUICE 18-40-45 WB 1H,Precision 582,OIL & GAS,"PHANTOM,SANDBAR","BONE SPRING, WOLFCAMP","12,100 ft",2021-10-22,42-475-38203,31.6083218 / -103.341606, ,2021-06-02,42,475,1368.0,654.0,654.0,
2077,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,12/14/2021,H,UL DINO JUICE 18-40-45 WC1 5H,Nabors M7504,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-08-22,42-475-38240,31.6079486 / -103.3428558,1150,2021-07-23,42,475,1369.0,655.0,655.0,
2078,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,12/14/2021,H,JIM ED PEP 11H,Precision 550,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-11-09,42-475-38260,31.42754 / -103.2202398,1800,2021-09-20,42,475,1370.0,656.0,656.0,
2079,Permian - Delaware,WATERBRIDGE TEXAS OPERATING LLC,TX,WARD,12/14/2021,V,DELTA SWD 1,Savanna 635,INJECTION,RHODA WALKER,CANYON,"7,350 ft",2021-12-05,42-475-38295,31.4559101 / -103.1806633,850,2021-11-22,42,475,1371.0,657.0,657.0,
2080,Eagleford,"GEOSOUTHERN OPERATING II, LLC",TX,WASHINGTON,12/14/2021,H,SOUTH GAY HILL FARMS UNIT 1H,H&P 478,OIL & GAS,GIDDINGS,"AUSTIN CHALK, GAS, AUSTIN CHALK-3","14,200 ft",2021-11-29,42-477-31184,30.2642843 / -96.4751946,1500,2021-10-27,42,477,1372.0,658.0,658.0,
2081,Eagleford,MAGNOLIA OIL & GAS OPERATING LLC,TX,WASHINGTON,12/14/2021,H,PRUEGNER UNIT H 04PR,Patterson 248,OIL & GAS,GIDDINGS,"AUSTIN CHALK, GAS, AUSTIN CHALK-3","14,500 ft",2021-12-10,42-477-31186,30.2032068 / -96.7216268,1500,2021-11-05,42,477,1373.0,659.0,659.0,
