,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0
374,Permian - Delaware,MATADOR PRODUCTION COMPANY,TX,LOVING,11/22/2021,H,BARNETT TRUST 90-TTT-B01 WF B 121H,Patterson 256,OIL,TWO GEORGES,BONE SPRING,"10,100 ft",2021-11-18,42-301-35334,31.7561709 / -103.5727713,1500,2021-03-16,42,301,374.0
375,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,11/22/2021,H,SWAPPORTUNITY 75-11 LOV UNIT 4H,Nabors X04,OIL & GAS,PHANTOM,WOLFCAMP,"12,500 ft",2021-10-28,42-301-35392,31.8784566 / -103.4157838,1500,2021-04-01,42,301,375.0
376,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,11/22/2021,H,WAHOO 53-2-23 LOV UNIT 11H,Nabors X05,OIL & GAS,SANDBAR,BONE SPRING,"10,800 ft",2021-11-06,42-301-35578,31.8845857 / -103.5688276,1500,2021-07-16,42,301,376.0
377,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,11/22/2021,H,LINK-VJ RANCH 55-2-15 LOV ND 4H,Nabors X31,OIL & GAS,PHANTOM,WOLFCAMP,"11,400 ft",2021-11-14,42-301-35585,31.8414596 / -103.7503771,1500,2021-07-21,42,301,377.0
378,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,11/22/2021,H,PERMIT 76-44 LOV UNIT 1H,Nabors X48,OIL & GAS,PHANTOM,WOLFCAMP,"12,100 ft",2021-11-18,42-301-35446,31.8845959 / -103.5804641,1500,2021-04-23,42,301,378.0
379,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,11/22/2021,H,CBR 8-5M-56-1 413H,Patterson 803,OIL & GAS,PHANTOM,WOLFCAMP,"16,000 ft",2021-11-16,42-301-35537,31.9700509 / -103.8756738,1500,2021-07-01,42,301,379.0
380,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,11/22/2021,H,CBR 8-5L-56-1 423H,Patterson 564,OIL & GAS,PHANTOM,WOLFCAMP,"16,000 ft",2021-11-11,42-301-35535,31.9695995 / -103.882899,1500,2021-07-01,42,301,380.0
381,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,11/22/2021,H,LINDSAY 3-10O-55-1 442H,H&P 600,OIL & GAS,PHANTOM,WOLFCAMP,"16,000 ft",2021-11-17,42-301-35580,31.9995868 / -103.7393333,1500,2021-07-22,42,301,381.0
382,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,11/22/2021,H,REN STATE 13-14C 434H,Patterson 565,OIL & GAS,PHANTOM,WOLFCAMP,"16,000 ft",2021-11-10,42-301-35675,31.9738672 / -103.3552088,1500,2021-10-20,42,301,382.0
383,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,11/22/2021,H,CBR 8-5J-56-1 337H,H&P 314,OIL & GAS,SANDBAR,BONE SPRING,"16,000 ft",2021-11-16,42-301-35618,31.9700439 / -103.8767088,1500,2021-08-04,42,301,383.0
384,Northeast,"ARD OPERATING, LLC",PA,LYCOMING,11/22/2021,H,COP TRACT 551 B-12H,Precision 110,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"22,472 ft",2021-11-01,37-081-21883,41.5043866 / -77.0045417,1500,2021-01-26,37,81,384.0
385,Eagleford,WHEELER OPERATING CORPORATION,TX,MADISON,11/22/2021,V,CECIL MCFARLAND 5,"Big ""6"" 6",OIL,WILDCAT, ,"9,500 ft",2021-11-18,42-313-31387,30.9925879 / -95.8674286,900,2021-11-10,42,313,385.0
386,Gulf Coast,"FREEPORT-MCMORAN ENERGY, LLC",LA,MAIN PASS OFFSHORE,11/22/2021,,OCS-G 09372 SW257 ST 3,Blake 651,UNKNOWN, , , ,2021-11-15,17-724-4066603,29.2656727 / -88.7583313,650, ,17,724,386.0
387,Anadarko,KIRKPATRICK OIL COMPANY INC,OK,MAJOR,11/22/2021,V,CHEVAL 5-2,Atlas 3,OIL & GAS, ,CHEROKEE SAND,"7,150 ft",2021-11-14,35-093-25262,36.3334124 / -98.7174903,1000,2021-10-07,35,93,387.0
388,Northeast,"HG ENERGY II APPALACHIA, LLC",WV,MARSHALL,11/22/2021,H,MND23 N-1H MND23 N-1H,Hall 6,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-14,47-051-02407,39.81476 / -80.7659667, ,2021-09-13,47,51,388.0
389,Northeast,"SWN PRODUCTION COMPANY, LLC",WV,MARSHALL,11/22/2021,H,OE BURGE MSH 3H OE BURGE MSH 3H,SWN Drilling 41,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-06,47-051-02414,39.750871 / -80.6317458,1500,2021-10-05,47,51,389.0
390,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,VAN WINKLE S-22HU  ,Falcon 24,UNKNOWN, ,POINT PLEASANT, ,2021-11-10,47-051-02355,39.7815548 / -80.7269346,850,2021-07-13,47,51,390.0
391,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,MCMASTERS N-15HU  ,Nabors B28,UNKNOWN, ,MARCELLUS SHALE, ,2021-10-19,47-051-02334,39.7601931 / -80.7875991,1500,2020-09-15,47,51,391.0
392,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,HUDSON S-13HU  ,Nabors X08,UNKNOWN, ,POINT PLEASANT, ,2021-10-29,47-051-02293,39.8286796 / -80.6729937,1500,2020-03-11,47,51,392.0
393,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,FITZGERALD S-9HM  ,Falcon 29,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-15,47-051-02385,39.8012598 / -80.6412147, ,2021-07-06,47,51,393.0
394,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,OLD CROW N-21HU  ,Nabors X14,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-04,47-051-02335,39.7786294 / -80.7633305,1500,2020-10-26,47,51,394.0
395,Permian - Midland,"BIRCH OPERATIONS, INC.",TX,MARTIN,11/22/2021,H,DESERT DOOR 18-6 A 1LS,H&P 375,OIL & GAS,SPRABERRY,TREND AREA,"8,700 ft",2021-11-16,42-317-43863,32.4915345 / -101.7738605,1500,2021-10-22,42,317,395.0
396,Permian - Midland,"BLACK SWAN OPERATING, LLC",TX,MARTIN,11/22/2021,H,BENDER A 252 1WA,Precision 608,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-11-15,42-317-43704,32.4169762 / -101.9674345,1500,2021-07-28,42,317,396.0
397,Permian - Midland,CHEVRON U. S. A. INC.,TX,MARTIN,11/22/2021,H,VLT SAKO BAVARIAN UNIT 0175LS,Patterson 812,OIL & GAS,SPRABERRY,TREND AREA,"8,500 ft",2021-11-16,42-317-43581,32.1682771 / -101.730708,1500,2021-06-01,42,317,397.0
398,Permian - Midland,"CUTBOW OPERATING, LLC",TX,MARTIN,11/22/2021,H,BIG HORN 25-36-B 03WA,H&P 488,OIL & GAS,SPRABERRY,TREND AREA,"8,896 ft",2021-11-18,42-317-43845,31.2308077 / -103.4491375,1500,2021-10-29,42,317,398.0
399,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,SMITH JALONICK 16-21 I 3JM,Unit 413,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-11-20,42-317-43782,32.1092246 / -101.931367,1500,2021-09-24,42,317,399.0
400,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,SMITH JALONICK 16-21 D 1WB,Unit 408,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-11-16,42-317-43470,32.1085845 / -101.9370566,1500,2021-04-14,42,317,400.0
401,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,CHABLIS 8 1LS,H&P 460,OIL & GAS,SPRABERRY,TREND AREA,"10,470 ft",2021-11-16,42-317-43735,32.4384939 / -102.1616742,1500,2021-08-18,42,317,401.0
402,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,CHABLIS 8 3JM,NorAm 23,OIL & GAS,SPRABERRY,TREND AREA,"10,010 ft",2021-11-13,42-317-43739,32.4376057 / -102.1656954,1500,2021-09-13,42,317,402.0
403,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,SAGE 37-36 B 2JM,AKITA 802,OIL & GAS,SPRABERRY,TREND AREA,"10,340 ft",2021-11-18,42-317-43651,32.163942 / -101.9005536,1800,2021-07-19,42,317,403.0
404,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,11/22/2021,H,HUGHES 43-47 UNIT 2 182,Independence 217,OIL,SPRABERRY,TREND AREA,"10,466 ft",2021-11-13,42-317-43791,32.3431685 / -101.7100227,1500,2021-09-20,42,317,404.0
405,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,11/22/2021,H,MCALPINE GRISHAM 47-35 UNIT 1 211,Ensign 765,OIL,SPRABERRY,TREND AREA,"11,000 ft",2021-11-21,42-317-43682,32.1716487 / -101.8010759,1500,2021-07-15,42,317,405.0
406,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,11/22/2021,H,ANACONDA 5-4 UNIT 2 274,Precision 580,OIL,SPRABERRY,TREND AREA,"9,900 ft",2021-11-03,42-317-43730,32.2368104 / -102.0311099,1500,2021-08-17,42,317,406.0
407,Permian - Midland,LARIO OIL & GAS COMPANY,TX,MARTIN,11/22/2021,H,EISENHOWER 2 204,H&P 370,OIL & GAS,SPRABERRY,TREND AREA,"10,200 ft",2021-11-16,42-317-42830,32.1264235 / -101.8618732,1500,2020-02-18,42,317,407.0
408,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,11/22/2021,H,SXSW E UNIT B 1LS,Pinnergy 1,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-11-17,42-317-43869,32.4317065 / -101.9558891,760,2021-10-22,42,317,408.0
409,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,11/22/2021,H,SXSW W UNIT C 2JM,H&P 379,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-11-18,42-317-43753,32.4291313 / -101.9678827,1500,2021-08-20,42,317,409.0
410,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,11/22/2021,H,SXSW W UNIT A 1WA,Scan Titan,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-11-11,42-317-43741,32.4294347 / -101.9632817,2000,2021-08-20,42,317,410.0
411,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MARTIN,11/22/2021,H,BROUGHTON H 7-8 2808H,Patterson 251,OIL & GAS,SPRABERRY,TREND AREA,"9,702 ft",2021-11-12,42-317-43713,32.2847839 / -101.7014388,1500,2021-08-02,42,317,411.0
412,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MARTIN,11/22/2021,H,BROUGHTON H 7-8 4208H,Ensign T142,OIL & GAS,SPRABERRY,TREND AREA,"9,702 ft",2021-11-16,42-317-42933,32.28409 / -101.7044312,1500,2020-02-13,42,317,412.0
413,Permian - Midland,"VENCER ENERGY, LLC",TX,MARTIN,11/22/2021,H,PETERS 1102C 4L,Latshaw 19,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-11-14,42-317-43828,32.1432457 / -101.794002,1500,2021-10-12,42,317,413.0
414,Permian - Midland,"VENCER ENERGY, LLC",TX,MARTIN,11/22/2021,H,PETERS 1102E 11A,Latshaw 9,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-11-16,42-317-43824,32.1437053 / -101.7920752,1700,2021-10-12,42,317,414.0
415,Permian - Midland,XTO ENERGY INC.,TX,MARTIN,11/22/2021,H,STRAIN 19 UNIT 2 1906BH,Nabors X20,OIL & GAS,SPRABERRY,TREND AREA,"10,200 ft",2021-11-15,42-317-43604,32.2666227 / -101.7926087,1500,2021-06-14,42,317,415.0
416,Permian - Midland,XTO ENERGY INC.,TX,MARTIN,11/22/2021,H,STRAIN 19 UNIT 1&2 ALLOC 1933 1913AH,H&P 255,OIL & GAS,SPRABERRY,TREND AREA,"10,200 ft",2021-11-11,42-317-43641,31.673938 / -101.9571913,1500,2021-07-01,42,317,416.0
417,Gulf Coast,"PONDEROSA OIL & GAS, LLC",TX,MATAGORDA,11/22/2021,V,NORRIS 2,Energy 6,OIL & GAS,NANCE,"FRIO, MID AB-1, MID AB-2, MID AB-3, TEX-MISS, TEX-MISS # 3, TEX-MISS # 5, TEX-MISS # 8, TEX-MISS #10, TRUITT","11,500 ft",2021-11-08,42-321-32437,29.0319112 / -95.9215377,750,2021-02-22,42,321,417.0
418,Gulf Coast,"UNDERGROUND SERVICES MARKHAM,LLC",TX,MATAGORDA,11/22/2021,V,HUDSON 2,RFC 104,INJECTION,MARKHAM, ,"7,400 ft",2021-10-27,42-321-32441,28.9904638 / -96.1419056,2000,2021-05-21,42,321,418.0
419,Anadarko,CPRP SERVICES LLC,OK,MCCLAIN,11/22/2021,H,CHOATE 0504 03-10-2MXH,Cactus 164,OIL & GAS, ,MISSISSIPPIAN,"20,500 ft",2021-11-08,35-087-22321,34.9340523 / -97.6037192,1500,2021-10-01,35,87,419.0
420,Anadarko,OVINTIV USA INC,OK,MCCLAIN,11/22/2021,H,WENDLING 0704 3H-30XX,H&P 530,OIL & GAS, ,WOODFORD, ,2021-11-11,35-087-22324,35.0566328 / -97.6629639,1500,2021-10-05,35,87,420.0
421,Bakken,"CONTINENTAL RESOURCES, INC.",ND,MCKENZIE,11/22/2021,H,CHAROLAIS SOUTH FEDERAL 7-10H2,Nabors B27,CONFIDENTIAL,ELM TREE, , ,2021-11-15,33-053-09554,48.0810334 / -102.7537752,1500,2020-10-19,33,53,421.0
422,Bakken,"CONTINENTAL RESOURCES, INC.",ND,MCKENZIE,11/22/2021,H,CHAROLAIS SOUTH FEDERAL 6-10H,Advanced Energy 4,CONFIDENTIAL,ELM TREE, , ,2021-11-16,33-053-09550,48.0823139 / -102.759313,400,2020-10-16,33,53,422.0
423,Bakken,"IRON OIL OPERATING, LLC",ND,MCKENZIE,11/22/2021,H,ANTELOPE 3-17-20H,Nabors B18,OIL & GAS,SATHER LAKE,BAKKEN,"21,479 ft",2021-11-06,33-053-09745,47.7316552 / -103.6408479,1500,2021-10-18,33,53,423.0
424,Bakken,OASIS PETROLEUM NORTH AMERICA,ND,MCKENZIE,11/22/2021,H,SOTO 5097 12-3 2B,Nabors B13,OIL & GAS,SIVERSTON,BAKKEN,"21,159 ft",2021-11-17,33-053-09719,47.8465664 / -103.0825709,1500,2021-06-01,33,53,424.0
425,Bakken,OASIS PETROLEUM NORTH AMERICA LLC,ND,MCKENZIE,11/22/2021,H,LINDVIG BECK FEDERAL 5201 41-2 5B,Nabors B26,OIL & GAS,CAMP,BAKKEN, ,2021-11-17,33-053-09760,48.0104148 / -103.5784578,1500,2021-08-31,33,53,425.0
426,Bakken,OVINTIV PRODUCTION INC.,ND,MCKENZIE,11/22/2021,H,WISNESS STATE 152-96-16-21-14H,H&P 516,UNKNOWN,WESTBERG, , ,2021-11-11,33-053-09764,47.9893591 / -102.9718388,1500,2021-09-08,33,53,426.0
427,Bakken,"PETRO-HUNT DAKOTA, LLC",ND,MCKENZIE,11/22/2021,H,MONGOOSE 149-102-8D-5-3H,H&P 515,UNKNOWN, , , ,2021-11-16,33-053-06109,47.7333641 / -103.7582474,1500, ,33,53,427.0
428,Bakken,PETROSHALE (US) INC.,ND,MCKENZIE,11/22/2021,H,CROCKETT FEDERAL 1TFH,Stoneham 16E,CONFIDENTIAL,BEAR DEN, , ,2021-11-16,33-053-09187,47.7012082 / -102.8964475,1500,2019-08-22,33,53,428.0
429,Bakken,SINCLAIR OIL & GAS COMPANY,ND,MCKENZIE,11/22/2021,H,GRASSLANDS FEDERAL 14-15-1H,Unit 411,UNKNOWN,LONE BUTTE, , ,2021-10-17,33-053-09752,47.5503539 / -103.1112462,1500,2021-08-18,33,53,429.0
430,Bakken,TRUE OIL LLC,ND,MCKENZIE,11/22/2021,D,NORTHERN STATE 31-36,True 39,OIL & GAS,NORTH BRANCH,RED RIVER,"13,523 ft",2021-10-30,33-053-09378,47.6023993 / -103.6146742, ,2020-04-03,33,53,430.0
431,Anadarko,O'BRIEN ENERGY RESOURCES CORP.,KS,MEADE,11/22/2021,V,KEYSTONE 8-4,Duke 1,OIL & GAS,ANGELL SOUTHEAST,ST.LOUIS,"6,250 ft",2021-11-15,15-119-21461,37.204827 / -100.4821017,600,2021-10-08,15,119,431.0
432,Permian - Midland,APACHE CORPORATION,TX,MIDLAND,11/22/2021,H,PARKS-COYOTE 1506 D 11HS,Patterson 274,OIL & GAS,SPRABERRY,TREND AREA,"12,000 ft",2021-11-17,42-329-45038,31.7835731 / -102.1612211,1500,2021-07-14,42,329,432.0
433,Permian - Midland,APACHE CORPORATION,TX,MIDLAND,11/22/2021,H,PARKS-COYOTE 1506 A 8HS,Pioneer 80,OIL & GAS,SPRABERRY,TREND AREA,"12,000 ft",2021-11-13,42-329-45032,31.7814196 / -102.1696471,1500,2021-07-14,42,329,433.0
434,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,11/22/2021,H,CMC SUNFLOWER D 0282WA,Patterson 814,OIL & GAS,SPRABERRY,TREND AREA,"9,800 ft",2021-11-19,42-329-45079,31.7441311 / -101.9510536,1500,2021-08-11,42,329,434.0
435,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,11/22/2021,H,CMC FENWAY 22/34 A 0097WA,Patterson 258,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-13,42-329-43967,31.8198981 / -102.0118554,1000,2020-01-28,42,329,435.0
436,Permian - Midland,COG OPERATING LLC,TX,MIDLAND,11/22/2021,H,BRAUN B S12 2004MH,Nabors X46,OIL & GAS,PARKS,CONSOLIDATED,"12,000 ft",2021-11-05,42-329-44914,31.7786681 / -102.1270091,1500,2021-05-07,42,329,436.0
437,Permian - Midland,COG OPERATING LLC,TX,MIDLAND,11/22/2021,H,BRAUN B S1 2008LH,Pioneer 81,OIL & GAS,PARKS,CONSOLIDATED,"12,000 ft",2021-11-15,42-329-44902,31.7766563 / -102.1351056,1500,2021-06-02,42,329,437.0
438,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,MIDLAND,11/22/2021,H,MENDELEEV F 102HD,Advanced Energy 37,OIL & GAS,SPRABERRY,TREND AREA,"10,400 ft",2021-11-14,42-329-44734,31.8875154 / -101.7851633,500,2021-06-04,42,329,438.0
439,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 G 171,Ensign 784,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-05,42-329-44970,31.9026381 / -102.1171059,1500,2021-06-14,42,329,439.0
440,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,GAULT 5-41 C 132,Nabors X22,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-11-11,42-329-45111,31.9881026 / -102.0148019,1500,2021-10-01,42,329,440.0
441,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,RIO GUADALUPE 22-23 E 151,Precision 563,OIL,SPRABERRY,TREND AREA,"10,320 ft",2021-11-09,42-329-45030,31.7979461 / -102.1003373,1500,2021-08-06,42,329,441.0
442,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,BANKHEAD 4-33 UNIT 2A 162,Independence 304,OIL & GAS,SPRABERRY,"TREND AREA, TREND AREA) R 40 EXC","10,400 ft",2021-11-11,42-329-44751,31.9671131 / -102.1039263,1500,2021-04-20,42,329,442.0
443,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,FRANKLIN CRAWFORD 42-43 A 211,Precision 581,OIL,SPRABERRY,TREND AREA,"10,616 ft",2021-11-15,42-329-45098,31.8782167 / -101.9580747,1500,2021-10-08,42,329,443.0
444,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,GAULT 5-41 A 114,Nabors X15,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-11-08,42-329-45107,31.987943 / -102.0107489,1500,2021-09-01,42,329,444.0
445,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 E 253,Independence 210,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-12,42-329-44957,31.9030458 / -102.1152305,1500,2021-06-14,42,329,445.0
446,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 H 181,Nabors X23,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-17,42-329-44975,31.9023338 / -102.1188209,1500,2021-06-14,42,329,446.0
447,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,FRANKLIN CRAWFORD 42-43 E 254,Ensign T141,OIL,SPRABERRY,TREND AREA,"10,700 ft",2021-11-13,42-329-45103,31.876537 / -101.9644252,1500,2021-10-08,42,329,447.0
448,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,11/22/2021,H,MUSTANG 160 MIPA UNIT H160WB,Savanna 803,OIL & GAS,SPRABERRY,TREND AREA,"9,900 ft",2021-10-28,42-329-44951,31.9697212 / -102.077215, ,2021-06-08,42,329,448.0
449,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,11/22/2021,H,MUSTANG H145WA,Savanna 801,OIL & GAS,SPRABERRY,TREND AREA,"9,700 ft",2021-11-02,42-329-43909,31.9700589 / -102.0761204, ,2019-12-10,42,329,449.0
450,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,GERMANIA SPRABERRY UNIT 4507H,H&P 390,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-11-09,42-329-45179,32.0632481 / -101.8043461,1500,2021-09-29,42,329,450.0
451,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,STILT WEST G 18-20 4307H,H&P 601,OIL & GAS,SPRABERRY,TREND AREA,"10,553 ft",2021-11-16,42-329-44802,31.9528769 / -101.9528717,1500,2021-04-01,42,329,451.0
452,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,ELKIN-ESTES 34QQ 117H,Patterson 807,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-11-09,42-329-45071,31.8995477 / -101.9756266,1500,2021-08-18,42,329,452.0
453,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,D,WARD 3DW,H&P 417,OIL & GAS,SPRABERRY,TREND AREA,"10,587 ft",2021-11-07,42-329-45202,32.0996905 / -102.0359588,1500,2021-10-04,42,329,453.0
454,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,ELKIN-ESTES 34L 12H,H&P 643,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-10-26,42-329-45069,31.9017916 / -101.976269,1500,2021-09-07,42,329,454.0
455,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,GERMANIA SPRABERRY UNIT 4503H,H&P 641,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-11-16,42-329-45133,32.0602498 / -101.8117294,1500,2021-09-07,42,329,455.0
456,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,TEXAS TEN Y PU 3812H,H&P 607,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-11-16,42-329-45140,31.9017539 / -102.0415452,1500,2021-09-14,42,329,456.0
457,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,SALLY W26M 13H,Patterson 802,OIL & GAS,SPRABERRY,TREND AREA,"10,600 ft",2021-11-12,42-329-44639,31.9336086 / -102.0041881,1500,2021-02-01,42,329,457.0
458,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,SHULL-CRAWFORD 15F 6H,Patterson 252,OIL & GAS,SPRABERRY,TREND AREA,"10,585 ft",2021-11-11,42-329-44939,31.9474813 / -102.0260188,1500,2021-06-29,42,329,458.0
459,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,STILT EAST O 18-20 4315H,Ensign T125,OIL & GAS,SPRABERRY,TREND AREA,"10,553 ft",2021-11-17,42-329-45007,31.9541161 / -101.9468701,1500,2021-07-01,42,329,459.0
460,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,TEXAS TEN Y PU 3840H,H&P 472,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-11-16,42-329-44794,31.9018616 / -102.037379,1500,2021-03-31,42,329,460.0
461,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,11/22/2021,H,COMANCHEROS 19-31 3115 3185NH,H&P 463,OIL & GAS,SPRABERRY,TREND AREA,"10,377 ft",2021-11-18,42-329-44844,31.8667727 / -101.8845357,1500,2021-08-17,42,329,461.0
462,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,11/22/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4801BH,NABORS R801,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-11-20,42-329-45086,31.6744029 / -101.9588684, ,2021-08-31,42,329,462.0
463,Offshore,"BP EXPLORATION & PRODUCTION, INC",GOM,MISSISSIPPI CANYON,11/22/2021,,G09821 005 BP1,Ocean BlackLion,UNKNOWN, , , ,2021-11-07,60-817-4140401,28.4796524 / -88.1716843,9000, ,60,817,463.0
464,Offshore,"BP EXPLORATION & PRODUCTION, INC.",GOM,MISSISSIPPI CANYON,11/22/2021,,OCS-G 14658 2,Ocean BlackHornet,UNKNOWN, , , ,2021-11-15,60-817-409500,28.1863003 / -88.4688034,9000, ,60,817,464.0
465,Offshore,ENI US OPERATING CO. INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G19996 A005,Nabors MODS 140,UNKNOWN,DEVILS TOWER, , ,2021-07-07,60-817-40929,28.2088678 / -88.7375749,1000,2021-06-24,60,817,465.0
466,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,V,PN003  ,TO Deepwater Thalassa,OIL & GAS, , ,"40,000 ft",2021-07-02,60-817-41447,28.0113718 / -89.0134826,10500,2021-07-01,60,817,466.0
467,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G08852 KE002,TO Deepwater Pontus,UNKNOWN, , , ,2021-09-20,60-817-41450,28.1939219 / -89.1768764, ,2021-09-07,60,817,467.0
468,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G26253 AC002,TO Deepwater Proteus,UNKNOWN, , , ,2021-07-25,60-817-41445,28.624653 / -87.997051,21000,2021-06-24,60,817,468.0
