,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1
1146,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,FRANKLIN CRAWFORD 42-43 A 211,Precision 581,OIL,SPRABERRY,TREND AREA,"10,616 ft",2021-11-15,42-329-45098,31.8782167 / -101.9580747,1500,2021-10-08,42,329,443.0,443.0
1147,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,GAULT 5-41 A 114,Nabors X15,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-11-08,42-329-45107,31.987943 / -102.0107489,1500,2021-09-01,42,329,444.0,444.0
1148,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 E 253,Independence 210,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-12,42-329-44957,31.9030458 / -102.1152305,1500,2021-06-14,42,329,445.0,445.0
1149,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 H 181,Nabors X23,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-17,42-329-44975,31.9023338 / -102.1188209,1500,2021-06-14,42,329,446.0,446.0
1150,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,FRANKLIN CRAWFORD 42-43 E 254,Ensign T141,OIL,SPRABERRY,TREND AREA,"10,700 ft",2021-11-13,42-329-45103,31.876537 / -101.9644252,1500,2021-10-08,42,329,447.0,447.0
1151,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,11/22/2021,H,MUSTANG 160 MIPA UNIT H160WB,Savanna 803,OIL & GAS,SPRABERRY,TREND AREA,"9,900 ft",2021-10-28,42-329-44951,31.9697212 / -102.077215, ,2021-06-08,42,329,448.0,448.0
1152,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,11/22/2021,H,MUSTANG H145WA,Savanna 801,OIL & GAS,SPRABERRY,TREND AREA,"9,700 ft",2021-11-02,42-329-43909,31.9700589 / -102.0761204, ,2019-12-10,42,329,449.0,449.0
1153,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,GERMANIA SPRABERRY UNIT 4507H,H&P 390,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-11-09,42-329-45179,32.0632481 / -101.8043461,1500,2021-09-29,42,329,450.0,450.0
1154,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,STILT WEST G 18-20 4307H,H&P 601,OIL & GAS,SPRABERRY,TREND AREA,"10,553 ft",2021-11-16,42-329-44802,31.9528769 / -101.9528717,1500,2021-04-01,42,329,451.0,451.0
1155,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,ELKIN-ESTES 34QQ 117H,Patterson 807,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-11-09,42-329-45071,31.8995477 / -101.9756266,1500,2021-08-18,42,329,452.0,452.0
1156,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,D,WARD 3DW,H&P 417,OIL & GAS,SPRABERRY,TREND AREA,"10,587 ft",2021-11-07,42-329-45202,32.0996905 / -102.0359588,1500,2021-10-04,42,329,453.0,453.0
1157,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,ELKIN-ESTES 34L 12H,H&P 643,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-10-26,42-329-45069,31.9017916 / -101.976269,1500,2021-09-07,42,329,454.0,454.0
1158,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,GERMANIA SPRABERRY UNIT 4503H,H&P 641,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-11-16,42-329-45133,32.0602498 / -101.8117294,1500,2021-09-07,42,329,455.0,455.0
1159,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,TEXAS TEN Y PU 3812H,H&P 607,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-11-16,42-329-45140,31.9017539 / -102.0415452,1500,2021-09-14,42,329,456.0,456.0
1160,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,SALLY W26M 13H,Patterson 802,OIL & GAS,SPRABERRY,TREND AREA,"10,600 ft",2021-11-12,42-329-44639,31.9336086 / -102.0041881,1500,2021-02-01,42,329,457.0,457.0
1161,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,SHULL-CRAWFORD 15F 6H,Patterson 252,OIL & GAS,SPRABERRY,TREND AREA,"10,585 ft",2021-11-11,42-329-44939,31.9474813 / -102.0260188,1500,2021-06-29,42,329,458.0,458.0
1162,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,STILT EAST O 18-20 4315H,Ensign T125,OIL & GAS,SPRABERRY,TREND AREA,"10,553 ft",2021-11-17,42-329-45007,31.9541161 / -101.9468701,1500,2021-07-01,42,329,459.0,459.0
1163,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,TEXAS TEN Y PU 3840H,H&P 472,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-11-16,42-329-44794,31.9018616 / -102.037379,1500,2021-03-31,42,329,460.0,460.0
1164,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,11/22/2021,H,COMANCHEROS 19-31 3115 3185NH,H&P 463,OIL & GAS,SPRABERRY,TREND AREA,"10,377 ft",2021-11-18,42-329-44844,31.8667727 / -101.8845357,1500,2021-08-17,42,329,461.0,461.0
1165,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,11/22/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4801BH,NABORS R801,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-11-20,42-329-45086,31.6744029 / -101.9588684, ,2021-08-31,42,329,462.0,462.0
1166,Offshore,"BP EXPLORATION & PRODUCTION, INC",GOM,MISSISSIPPI CANYON,11/22/2021,,G09821 005 BP1,Ocean BlackLion,UNKNOWN, , , ,2021-11-07,60-817-4140401,28.4796524 / -88.1716843,9000, ,60,817,463.0,463.0
1167,Offshore,"BP EXPLORATION & PRODUCTION, INC.",GOM,MISSISSIPPI CANYON,11/22/2021,,OCS-G 14658 2,Ocean BlackHornet,UNKNOWN, , , ,2021-11-15,60-817-409500,28.1863003 / -88.4688034,9000, ,60,817,464.0,464.0
1168,Offshore,ENI US OPERATING CO. INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G19996 A005,Nabors MODS 140,UNKNOWN,DEVILS TOWER, , ,2021-07-07,60-817-40929,28.2088678 / -88.7375749,1000,2021-06-24,60,817,465.0,465.0
1169,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,V,PN003  ,TO Deepwater Thalassa,OIL & GAS, , ,"40,000 ft",2021-07-02,60-817-41447,28.0113718 / -89.0134826,10500,2021-07-01,60,817,466.0,466.0
1170,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G08852 KE002,TO Deepwater Pontus,UNKNOWN, , , ,2021-09-20,60-817-41450,28.1939219 / -89.1768764, ,2021-09-07,60,817,467.0,467.0
1171,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G26253 AC002,TO Deepwater Proteus,UNKNOWN, , , ,2021-07-25,60-817-41445,28.624653 / -87.997051,21000,2021-06-24,60,817,468.0,468.0
1172,Offshore,"SHELL OFFSHORE, INC.",GOM,MISSISSIPPI CANYON,11/22/2021,,OCS-G 07963 A002,H&P 201,UNKNOWN, , , ,2021-09-17,60-817-40465,28.1691856 / -89.2229767,3000, ,60,817,469.0,469.0
1173,Offshore,WALTER OIL & GAS CORPORATION,GOM,MISSISSIPPI CANYON,11/22/2021,U,G36398 001,Sevan Louisiana,UNKNOWN, , , ,2021-08-02,60-817-41442,28.309712 / -89.922557,4500,2021-07-28,60,817,470.0,470.0
1174,Northeast,NORTHEAST NATURAL ENERGY LLC,WV,MONONGALIA,11/22/2021,H,MCCLELLAN 4H MCCLELLAN 4H,Patterson 277,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-07,47-061-01885,39.6216697 / -80.2786255,1500,2021-09-17,47,61,471.0,471.0
1175,Anadarko,SCOUT ENERGY MANAGEMENT LLC,TX,MOORE,11/22/2021,V,"SNEED, J. T. 1D",Quest 208,GAS,"PANHANDLE, WEST", ,"4,000 ft",2021-11-17,42-341-33644,35.7366007 / -101.672639,400,2021-11-01,42,341,472.0,472.0
1176,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,11/22/2021,H,EN-J HORST- 154-93-111H2-1,Nabors X28,OIL & GAS,ROBINSON LAKE,BAKKEN,"21,836 ft",2021-11-16,33-061-04907,48.177949 / -102.6099285,1500,2021-06-24,33,61,473.0,473.0
1177,Bakken,"SLAWSON EXPLORATION COMPANY, INC.",ND,MOUNTRAIL,11/22/2021,H,RAINMAKER FEDERAL 7-25-36TFH,Unit 414,UNKNOWN,BIG BEND, , ,2021-11-20,33-061-04939,47.9642594 / -102.5159597,1500,2021-08-05,33,61,474.0,474.0
1178,Bakken,WHITING OIL AND GAS CORPORATION,ND,MOUNTRAIL,11/22/2021,H,KANNIANEN 11-5-2TFHU,Patterson 808,OIL & GAS,SANISH,BAKKEN, ,2021-11-13,33-061-04918,48.1089521 / -102.4157906,1500,2021-07-06,33,61,475.0,475.0
1179,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,11/22/2021,H,ANDER 22&15-11-10 HC 001,Patterson 586,GAS,GROGAN,NON UNITIZED HAYNESVILLE T,"25,000 ft",2021-11-04,17-069-20505,31.9217576 / -93.3789422,1500,2021-07-21,17,69,476.0,476.0
1180,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,11/22/2021,H,WM 27&22&15-11-10 HC 002,Patterson 591,UNKNOWN,GROGAN, ,"25,000 ft",2021-11-16,17-069-20502,31.9149085 / -93.3827418,1500,2021-07-21,17,69,477.0,477.0
1181,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,11/22/2021,H,ANDER 22&15-11-10 HC 004,Independence 209,UNKNOWN,GROGAN, ,"25,000 ft",2021-10-21,17-069-20508,31.921684 / -93.3777223,1500,2021-07-21,17,69,478.0,478.0
1182,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,11/22/2021,V,SPECTRE 2,Duke 2,OIL,L.T.P. NORTH,MISSISSIPPIAN,"4,600 ft",2021-11-16,15-135-26126,38.4924092 / -100.0039068,350,2021-10-18,15,135,479.0,479.0
1183,Anadarko,TRIPLE CROWN OPERATING LLC,KS,NESS,11/22/2021,V,NEYSA 1-33,Murfin 102,OIL,UNNAMED,MISSISSIPPIAN,"4,500 ft",2021-11-12,15-135-26128,38.2674419 / -99.6461273,600,2021-10-22,15,135,480.0,480.0
1184,Austin Chalk,"CONTINENTAL TREND RESOURCES, INC",TX,NEWTON,11/22/2021,H,CARTHAGE 1HA,Nabors B15,OIL & GAS,BROOKELAND,AUSTIN CHALK,"10,930 ft",2021-10-24,42-351-30931,31.1310567 / -93.6506032,1500,2021-09-02,42,351,481.0,481.0
1185,Northeast,ANTERO RESOURCES  CORPORATION,OH,NOBLE,11/22/2021,H,CLAY UNIT 1H,H&P 531,OIL & GAS, ,POINT PLEASANT FORMATION, ,2021-11-16,34-121-24645,39.8844568 / -81.3640645,1500,2021-09-30,34,121,482.0,482.0
1186,Gulf Coast,"SUEMAUR EXPL. & PROD., LLC",TX,NUECES,11/22/2021,V,"BURNETT, ET AL GAS UNIT 8",LAUSON 4,OIL & GAS,"AGUA DULCE,WILDCAT",VICKSBURG CONSL.,"10,000 ft",2021-10-31,42-355-34198,27.8274858 / -97.761591,1000,2021-09-30,42,355,483.0,483.0
1187,Gulf Coast,"VANTAGE OPERATING, LLC",TX,ORANGE,11/22/2021,D,MOONSHINE 1,Energy 14,OIL & GAS,WILDCAT, ,"9,950 ft",2021-11-02,42-361-30991,30.0992456 / -93.7938234,1200,2021-09-29,42,361,484.0,484.0
1188,Haynesville,"PETROQUEST ENERGY, L.L.C.",TX,PANOLA,11/22/2021,H,SABINE ROYALTY ALO 5H,Nabors X02,OIL & GAS,CARTHAGE,COTTON VALLEY,"10,000 ft",2021-10-20,42-365-38501,32.1324865 / -94.0756146,1500,2019-06-19,42,365,485.0,485.0
1189,Haynesville,"PINE WAVE ENERGY PARTNERS OP,LLC",TX,PANOLA,11/22/2021,H,TILLER CRENSHAW ALLOC 3H,Nabors X35,GAS,CARTHAGE,HAYNESVILLE SHALE,"10,850 ft",2021-11-13,42-365-38704,32.3279785 / -94.0760444,1500,2021-11-04,42,365,486.0,486.0
1190,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,PANOLA,11/22/2021,H,ALEXANDER-MCLAURIN HV UNIT A 1H,H&P 459,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-11-11,42-365-38674,32.3546732 / -94.1106025,1500,2021-07-14,42,365,487.0,487.0
1191,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,11/22/2021,H,NORTH HICKEY (AW) 2H,H&P 383,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-11-18,42-365-38693,32.2410214 / -94.1364813,1500,2021-11-05,42,365,488.0,488.0
1192,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,11/22/2021,H,IPCO-E JOHNSON (AW) 2H,H&P 458,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-11-02,42-365-38661,32.2476531 / -94.1243427,1500,2021-07-06,42,365,489.0,489.0
1193,Haynesville,"TANOS EXPLORATION II, LLC",TX,PANOLA,11/22/2021,H,CASTLEBERRY-CHADWICK 1H,Scan Liberty,GAS,CARTHAGE,COTTON VALLEY,"9,695 ft",2021-10-23,42-365-38690,32.0625434 / -94.530046,1500,2021-10-08,42,365,490.0,490.0
1194,Permian - Delaware,DIAMONDBACK E&P LLC,TX,PECOS,11/22/2021,H,STATE EOT WHALE UNIT 30-26 7BS,H&P 613,OIL,HOEFS T-K,WOLFCAMP,"13,000 ft",2021-11-16,42-371-40268,31.0899573 / -103.033402,1500,2020-06-30,42,371,491.0,491.0
1195,Permian - Delaware,"PRI OPERATING, LLC",TX,PECOS,11/22/2021,H,ROOSTERFISH UNIT 22SW33 33H,Precision 599,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-11-20,42-371-40332,31.2067134 / -103.1260173,1800,2021-09-15,42,371,492.0,492.0
1196,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,11/22/2021,H,MISTER ED 48-18-7 703H,H&P 421,OIL,HOEFS T-K,WOLFCAMP,"10,600 ft",2021-11-04,42-371-40340,31.1454224 / -103.1636565,1500,2021-10-21,42,371,493.0,493.0
1197,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,11/22/2021,H,KARINO 48-19-30 2B2 302H,H&P 549,OIL,HOEFS T-K,WOLFCAMP,"11,000 ft",2021-11-11,42-371-40335,32.1071013 / -103.7771615, ,2021-09-21,42,371,494.0,494.0
1198,Mississippi,"VENTURE OIL & GAS, INC.",MS,PERRY,11/22/2021,H,MURRY 4-6 1,RAPAD 36,OIL,WILDCAT,COTTON VALLEY,"18,000 ft",2021-10-23,23-111-20165,31.4290886 / -89.1064949,1500,2021-07-21,23,111,495.0,495.0
1199,Arkoma,SANGUINE GAS EXPLORATION LLC,OK,PITTSBURG,11/22/2021,H,WADLEY 2-14/23H,Cactus 154,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD","16,600 ft",2021-11-03,35-121-24877,35.0865365 / -95.9031146,1500,2021-08-24,35,121,496.0,496.0
1200,Arkoma,TRINITY OPERATING (USG) LLC,OK,PITTSBURG,11/22/2021,H,CLIFTON 2-21/28H,Latshaw 42,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD","17,500 ft",2021-11-08,35-121-24880,35.079211 / -95.938498,1500,2021-09-27,35,121,497.0,497.0
1201,Tuscaloosa,"NUGULF OPERATING, L.L.C.",LA,POINTE COUPEE,11/22/2021,D,A WILBERTS SONS LLC 001,Precision 840,OIL,LOTTIE,SPARTA,"12,262 ft",2021-10-20,17-077-20634,30.5597096 / -91.7225806,1400,2021-10-07,17,77,498.0,498.0
1202,Austin Chalk,WALTER OIL & GAS CORPORATION,TX,POLK,11/22/2021,H,BSM A-471 1H,Big E 1,OIL & GAS,BROOKELAND,AUSTIN CHALK,"15,000 ft",2021-10-29,42-373-31356,30.85465 / -94.6556146,1500,2021-10-01,42,373,499.0,499.0
1203,Arkoma,CITATION OIL & GAS CORPORATION,OK,PONTOTOC,11/22/2021,D,EAST FITTS UNIT 9-87,Ada Energy 5,OIL & GAS, ,"BROMIDE, HUNTON, VIOLA", ,2021-11-15,35-123-23895,34.6125133 / -96.5595863,600,2021-07-22,35,123,500.0,500.0
1204,,"CAMPBELL ENERGY, LLC",,POSEY,11/22/2021,,RIBEYRE 96,George Mitchell 1,UNKNOWN, , , ,2021-11-12, ,38.0921211 / -88.0049744,475, ,0,0,501.0,501.0
1205,Tuscaloosa,SOUTHWIND OIL & GAS LLC,LA,RAPIDES,11/22/2021,H,AUS C RA SU80;CROWELL LM 30 H 002,Precision 109,OIL,MASTERS CREEK,AUSTIN CHALK,"23,590 ft",2021-11-17,17-079-20547,30.9480563 / -92.5158157,1600,2019-06-27,17,79,502.0,502.0
1206,DJ Basin,DOWNING-NELSON OIL CO INC,KS,RAWLINS,11/22/2021,V,BUCKNER 1-19,Discovery 4,OIL,UNNAMED,MISSISSIPPI,"4,900 ft",2021-11-11,15-153-21273,39.6090223 / -101.4009386,525,2021-10-07,15,153,503.0,503.0
1207,Permian - Midland,"BTA OIL PRODUCERS, LLC",TX,REAGAN,11/22/2021,H,COATES -B- - MARATHON UNIT 1 3HU,Independence 206,OIL & GAS,SPRABERRY,TREND AREA,"7,650 ft",2021-11-12,42-383-41044,31.3207814 / -101.4382232,1500,2021-09-28,42,383,504.0,504.0
1208,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,11/22/2021,H,BULLHEAD 491US,Independence 211,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-11-16,42-383-40717,31.3765776 / -101.3912559,1500,2019-08-14,42,383,505.0,505.0
1209,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,11/22/2021,H,BALL AL06 2076NH,Savanna 802,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-11-14,42-383-41051,31.2035104 / -101.3392667, ,2021-10-21,42,383,506.0,506.0
1210,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,11/22/2021,H,TURNER A 1H,Cactus 167,OIL & GAS,SPRABERRY,TREND AREA,"9,750 ft",2021-11-17,42-383-41021,31.3709844 / -101.6979613,1800,2021-08-31,42,383,507.0,507.0
1211,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,11/22/2021,H,TURNER J 10H,Nabors X52,OIL & GAS,SPRABERRY,TREND AREA,"9,750 ft",2021-11-13,42-383-41030,31.3709049 / -101.6881179, ,2021-08-26,42,383,508.0,508.0
1212,Permian - Midland,"MOONTOWER RESOURCES OP, LLC",TX,REAGAN,11/22/2021,H,PRINCE UB A2 4H,Latshaw 43,OIL & GAS,SPRABERRY,TREND AREA,"8,400 ft",2021-11-13,42-383-41055,31.3428891 / -101.5783668,1500,2021-10-21,42,383,509.0,509.0
1213,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,DRIVER C SE9G 7H,Patterson 253,OIL & GAS,SPRABERRY,TREND AREA,"10,539 ft",2021-11-11,42-383-40900,31.5598167 / -101.7510847,1000,2020-09-30,42,383,510.0,510.0
1214,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,WAVLE-BURKITT 1205A 1H,Ensign T134,OIL & GAS,SPRABERRY,TREND AREA,"10,159 ft",2021-11-10,42-383-40955,31.3321577 / -101.6384696,1500,2021-03-16,42,383,511.0,511.0
1215,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,UNIVERSITY 1-32 28H,Ensign T133,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-11-08,42-383-41043,31.1604338 / -101.7653538,1500,2021-09-15,42,383,512.0,512.0
1216,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,UNIVERSITY E2-30C 103H,Patterson 804,OIL & GAS,SPRABERRY,"TREND AREA, TREND AREA) R 40 EXC","10,150 ft",2021-11-16,42-383-40766,31.2823496 / -101.7671979,1500,2020-01-08,42,383,513.0,513.0
1217,Permian - Midland,"RP OPERATING, L.L.C.",TX,REAGAN,11/22/2021,H,AMBER A 204-225 LB 1H,Stoneham 5,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-10-29,42-383-41039,31.2055624 / -101.3983261,850,2021-09-16,42,383,514.0,514.0
1218,Permian - Midland,"RP OPERATING, L.L.C.",TX,REAGAN,11/22/2021,H,AMBER B 204-225 UB 2H,AKITA 516,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-17,42-383-41040,31.2050895 / -101.3892649,1500,2021-09-16,42,383,515.0,515.0
1219,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SUF;HUCKABY 12-1 HC 002-ALT,H&P 528,GAS,WOODARDVILLE,HAYNESVILEL,"23,600 ft",2021-10-27,17-081-21728,32.2073235 / -93.3444017,1500,2021-06-30,17,81,516.0,516.0
1220,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SU58;JIMMY GAY 16-9 HC 002-ALT,H&P 506,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-09,17-081-21740,32.1936197 / -93.3914234,1500,2021-09-27,17,81,517.0,517.0
1221,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SUAA;ROW PROP 9-16 HC 001-ALT,H&P 507,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-16,17-081-21741,32.2163152 / -93.4003006,1500,2021-09-28,17,81,518.0,518.0
1222,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SUL;SCHION 18-19 HC 001-ALT,H&P 523,UNKNOWN,WOODARDVILLE, ,"23,000 ft",2021-10-12,17-081-21730,32.2078443 / -93.3379482,1500,2021-07-20,17,81,519.0,519.0
1223,Haynesville,INDIGO MINERALS LLC,LA,RED RIVER,11/22/2021,H,HA RA SUSS;LGR 22&15&10-11-9HC 002-ALT,Independence 208,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-10-17,17-081-21732,31.9141482 / -93.2915192,1500,2021-08-17,17,81,520.0,520.0
1224,Haynesville,VINE ENERGY OPERATING LP,LA,RED RIVER,11/22/2021,H,HA RA SUR;MONDELLO 51-33 HC 001-ALT,Cactus 141,GAS,REDOAK LAKE,HAYNESVILLE,"24,500 ft",2021-11-11,17-081-21735,31.9162133 / -93.3009786,1500,2021-09-17,17,81,521.0,521.0
1225,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,11/22/2021,H,PERCH 57-1-27-15 A 11H,H&P 266,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-10-25,42-389-39468,31.9281543 / -103.9537341,1500,2021-06-22,42,389,522.0,522.0
1226,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,11/22/2021,H,STATE AL OLSON 57-T2-6X43 2D B204H,H&P 614,OIL & GAS,SANDBAR,BONE SPRING,"10,303 ft",2021-11-21,42-389-39568,31.8696106 / -103.9940715,1500,2021-09-23,42,389,523.0,523.0
1227,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,11/22/2021,H,STATE AL OLSON 57-T2-6X43 A W101H,Independence 212,OIL & GAS,PHANTOM,WOLFCAMP,"11,702 ft",2021-11-21,42-389-39548,31.8705761 / -104.0046072,1500,2021-08-25,42,389,524.0,524.0
1228,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,11/22/2021,H,ARPENT 21602 25 4H,Patterson 288,OIL & GAS,PHANTOM,WOLFCAMP,"10,817 ft",2021-11-09,42-389-39407,31.6877682 / -103.6585678,1500,2021-05-04,42,389,525.0,525.0
1229,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,11/22/2021,H,LOG JAM 22111 19 5H,Patterson 282,OIL & GAS,PHANTOM,WOLFCAMP,"11,475 ft",2021-11-11,42-389-39560,31.696992 / -103.6966152,1500,2021-09-01,42,389,526.0,526.0
1230,Permian - Delaware,"CENTENNIAL RESOURCE PROD, LLC",TX,REEVES,11/22/2021,H,POWDERED DONUT STATE D U 21H,H&P 296,OIL & GAS,PHANTOM,WOLFCAMP,"10,300 ft",2021-11-18,42-389-39665,31.4416858 / -103.6203967,1500,2021-11-02,42,389,527.0,527.0
1231,Permian - Delaware,"CENTENNIAL RESOURCE PROD, LLC",TX,REEVES,11/22/2021,H,ICEMAN A T 22H,H&P 313,OIL & GAS,PHANTOM,WOLFCAMP,"10,200 ft",2021-11-16,42-389-39409,31.4625937 / -103.6466323,1500,2021-05-04,42,389,528.0,528.0
1232,Permian - Delaware,CHEVRON U. S. A. INC.,TX,REEVES,11/22/2021,H,REV BX STATE T8-51-12 0073WA,Nabors X16,OIL & GAS,WOLFBONE,TREND AREA,"11,000 ft",2021-11-18,42-389-39542,31.1684383 / -103.388858,1500,2021-08-17,42,389,529.0,529.0
1233,Permian - Delaware,COG OPERATING LLC,TX,REEVES,11/22/2021,H,ACE IN THE HOLE 3801H,Pioneer 84,OIL,HOEFS T-K,WOLFCAMP,"10,500 ft",2021-11-05,42-389-39523,31.0932521 / -103.3986802,1500,2021-08-05,42,389,530.0,530.0
1234,Permian - Delaware,"COLGATE OPERATING, LLC",TX,REEVES,11/22/2021,H,MOSES MIPA UNIT 131H,Nabors X09,OIL & GAS,PHANTOM,WOLFCAMP,"11,500 ft",2021-10-14,42-389-39635,31.4245195 / -103.5133983,1500,2021-10-08,42,389,531.0,531.0
1235,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,11/22/2021,H,THUNDERBALL STATE 4-67 UF 4WA,AKITA 523,OIL & GAS,PHANTOM,WOLFCAMP,"10,897 ft",2021-11-08,42-389-39576,31.6234569 / -103.6934643,1500,2021-09-07,42,389,532.0,532.0
1236,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,11/22/2021,H,THUNDERBALL STATE 4-67 UB 2WA,AKITA 525,OIL & GAS,PHANTOM,WOLFCAMP,"10,826 ft",2021-11-03,42-389-39573,31.6233947 / -103.6989548,1500,2021-09-07,42,389,533.0,533.0
1237,Permian - Delaware,"EOG RESOURCES, INC.",TX,REEVES,11/22/2021,H,STATE LOONIE UNIT 731H,Nabors 1208,OIL & GAS,PHANTOM,WOLFCAMP,"11,000 ft",2021-11-14,42-389-39132,31.5997278 / -103.899963, ,2020-08-04,42,389,534.0,534.0
